CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score,Flag_Product_Mismatch,Flag_Closed_With_Balance,Flag_No_Products,Num_Products,Num_Digital_Channels,Total_Digital_Txns,Num_Prev_Closures,Digitally_Dormant
4890,29,Single,Matric,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,6.2,82533.41,True,False,False,False,False,True,1613.01,0.0,0.0,0.0,0.0,110899.93,,,,2022-02-17,,,False,False,True,0.0,0.0,4.0,557.0,False,False,False,2,1,4.0,1,False
4891,48,Married,Less than matric,Part-time employed,Langenhoven Park,Bloemfontein,Free State,Suburban,2.7,16038.52,False,True,False,False,False,False,0.0,1412.38,0.0,0.0,0.0,108.79,,,,,,,True,True,False,1.0,2.0,0.0,,True,False,False,1,2,3.0,0,False
4892,18,Single,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,2.8,1755.58,False,False,False,True,False,False,0.0,0.0,0.0,84195.74,0.0,0.0,,,,,,,True,False,True,0.0,0.0,5.0,286.0,False,False,False,1,2,5.0,0,False
4893,31,Single,Diploma/Certificate,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,1.8,18966.49,False,False,False,True,False,False,0.0,0.0,0.0,82180.71,0.0,0.0,,,,,,,False,False,True,0.0,0.0,1.0,382.0,False,False,False,1,1,1.0,0,False
4894,43,Married,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,4.3,208411.72,True,True,False,True,True,True,3112.03,18379.37,0.0,53987.34,786661.97,528531.59,,,,,,,False,False,False,0.0,0.0,0.0,557.0,False,False,False,5,0,0.0,0,False
4895,51,Single,Less than matric,Informal trader,Rosebank,Johannesburg,Gauteng,Urban,6.0,39356.93,True,True,True,False,True,False,807.33,5081.6,1931.55,0.0,619212.63,0.0,,,,,,,True,True,False,5.0,5.0,0.0,580.0,False,False,False,4,2,10.0,0,False
4896,34,Single,Matric,Informal trader,Hillcrest,Durban,KwaZulu-Natal,Suburban,3.3,76850.93,True,False,False,True,False,False,1418.75,0.0,0.0,176849.43,0.0,0.0,,2023-12-11,,,,,False,False,False,0.0,0.0,0.0,433.0,False,False,False,2,0,0.0,1,False
4897,18,Single,Less than matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,0.4,151926.27,True,True,True,True,False,False,2244.09,19993.26,12190.93,57611.67,0.0,0.0,,,,,,,True,True,False,7.0,8.0,0.0,748.0,False,False,False,4,2,15.0,0,False
4898,42,Single,Matric,Retired,Umlazi,Durban,KwaZulu-Natal,Township,3.1,118489.47,True,False,False,False,False,True,1905.17,0.0,0.0,0.0,0.0,322179.71,,,,,,,True,True,False,3.0,1.0,0.0,508.0,False,False,False,2,2,4.0,0,False
4899,31,Single,Bachelor's,Full-time employed,Tlhabane,Rustenburg,North West,Township,2.7,146255.76,True,True,True,False,False,False,2471.45,16210.26,16361.59,0.0,0.0,0.0,,,,,,,True,True,True,3.0,0.0,1.0,559.0,False,False,False,3,3,4.0,0,False
4900,57,Single,Bachelor's,Self-employed,Mdantsane,East London,Eastern Cape,Township,5.4,376722.71,True,True,False,False,False,True,5479.71,40708.5,0.0,0.0,0.0,742861.86,,,,,,,True,False,False,9.0,0.0,0.0,575.0,False,False,False,3,1,9.0,0,False
4901,52,Married,Postgraduate,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,5.2,336231.44,True,True,True,False,True,True,4935.78,33102.98,46435.11,0.0,2465789.41,722151.23,,,,,,,True,True,False,7.0,0.0,0.0,570.0,False,False,False,5,2,7.0,0,False
4902,50,Single,Diploma/Certificate,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,6.2,238045.79,True,True,True,False,False,False,5426.69,35095.72,44401.56,0.0,0.0,0.0,,,,,,,True,False,False,18.0,0.0,0.0,781.0,False,False,False,3,1,18.0,0,False
4903,37,Single,Matric,Unemployed,Green Point,Cape Town,Western Cape,Urban,5.6,22417.41,True,False,True,False,False,False,344.57,0.0,7217.88,0.0,0.0,0.0,,,,,,,False,True,False,0.0,0.0,0.0,887.0,False,False,False,2,1,0.0,0,True
4904,43,Single,Less than matric,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,3.2,169256.43,True,False,True,True,True,False,3012.64,0.0,16986.44,57686.0,1950252.53,0.0,,,,,,,False,True,False,0.0,8.0,0.0,600.0,False,False,False,4,1,8.0,0,False
4905,18,Single,Matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,3.3,200060.71,True,True,False,False,False,True,5086.69,20934.59,0.0,0.0,0.0,291182.17,,,,,,,True,True,True,16.0,7.0,5.0,770.0,False,False,False,3,3,28.0,0,False
4906,54,Divorced,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,10.7,196445.02,False,True,False,False,False,False,0.0,11595.1,0.0,0.0,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,,False,False,False,1,1,4.0,0,False
4907,63,Married,Bachelor's,Retired,Nelspruit,Mbombela,Mpumalanga,Urban,4.1,537609.14,True,True,True,False,False,False,11147.04,35530.01,84424.49,0.0,0.0,0.0,,,,,,,False,True,False,0.0,11.0,0.0,548.0,False,False,False,3,1,11.0,0,False
4908,29,Single,Diploma/Certificate,Full-time employed,Botshabelo,Bloemfontein,Free State,Township,2.9,168142.08,False,True,True,False,False,False,0.0,17692.93,14462.26,0.0,0.0,0.0,,,,,,,True,False,False,6.0,0.0,0.0,679.0,False,False,False,2,1,6.0,0,False
4909,53,Married,Less than matric,Part-time employed,Fourways,Johannesburg,Gauteng,Suburban,9.3,51626.92,True,True,True,False,False,False,696.01,4519.76,9913.42,0.0,0.0,0.0,,,,,,,True,True,False,1.0,4.0,0.0,674.0,False,False,False,3,2,5.0,0,False
4910,18,Single,Matric,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,1.5,397092.08,True,True,True,False,False,True,5690.74,36387.8,24463.15,0.0,0.0,237506.68,,,,,,,True,True,False,5.0,0.0,0.0,565.0,False,False,False,4,2,5.0,0,False
4911,51,Married,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,5.4,15191.14,False,True,False,True,False,False,0.0,1442.73,0.0,32510.37,0.0,0.0,,,,,,,False,True,True,0.0,0.0,2.0,351.0,False,False,False,2,2,2.0,0,False
4912,19,Married,Less than matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,4.1,7678.31,False,False,False,True,False,False,0.0,0.0,0.0,74945.9,0.0,0.0,,2024-10-12,,,,,False,True,False,0.0,0.0,0.0,309.0,False,False,False,1,1,0.0,1,True
4913,30,Single,Matric,Unemployed,Green Point,Cape Town,Western Cape,Urban,2.5,40838.55,True,True,False,True,False,True,,4424.14,0.0,83355.51,0.0,330085.91,,,,,,,True,True,False,11.0,9.0,0.0,697.0,True,False,False,4,2,20.0,0,False
4914,44,Single,Diploma/Certificate,Self-employed,Tlhabane,Rustenburg,North West,Township,4.9,178897.98,False,True,True,True,False,False,0.0,16156.29,16530.05,79942.41,0.0,0.0,,,,,2023-04-09,,True,True,True,2.0,0.0,7.0,624.0,False,False,False,3,3,9.0,1,False
4915,39,Married,Matric,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,6.1,223594.58,False,False,True,False,False,True,0.0,0.0,5525.12,0.0,0.0,429501.69,,,,,,,False,False,False,0.0,0.0,0.0,786.0,False,False,False,2,0,0.0,0,False
4916,45,Married,Bachelor's,Unemployed,Green Point,Cape Town,Western Cape,Urban,8.1,47370.79,True,False,True,False,False,False,1072.34,0.0,7547.98,0.0,0.0,0.0,,,,2023-09-14,,,True,True,False,9.0,16.0,0.0,887.0,False,False,False,2,2,25.0,1,False
4917,50,Married,Matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,1.1,380896.99,True,True,True,False,False,True,5501.03,34172.64,15444.57,0.0,0.0,850000.0,,,,,,,False,True,False,0.0,16.0,0.0,485.0,False,False,False,4,1,16.0,0,False
4918,60,Married,Diploma/Certificate,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,10.0,534504.19,True,True,True,False,True,False,11375.97,74034.99,53433.18,0.0,2236619.6,0.0,,,,,,,True,False,False,4.0,0.0,0.0,459.0,False,False,False,4,1,4.0,0,False
4919,34,Single,Postgraduate,Full-time employed,Galeshewe,Kimberley,Northern Cape,Township,6.0,107050.13,True,True,False,False,False,False,1693.09,8328.31,0.0,0.0,0.0,0.0,,,,,,,True,True,True,7.0,0.0,4.0,591.0,False,False,False,2,3,11.0,0,False
4920,27,Single,Diploma/Certificate,Part-time employed,Soweto,Johannesburg,Gauteng,Township,2.9,26686.14,False,True,True,False,False,False,0.0,2345.33,2774.04,0.0,0.0,0.0,,,,,,,False,True,False,0.0,1.0,0.0,695.0,False,False,False,2,1,1.0,0,False
4921,39,Single,Bachelor's,Part-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,1.2,126655.67,True,False,False,False,False,False,1690.54,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,539.0,False,False,False,1,0,0.0,0,False
4922,48,Married,Matric,Full-time employed,Mdantsane,East London,Eastern Cape,Township,0.5,251559.58,True,False,True,True,False,False,4366.58,0.0,29243.09,138238.15,0.0,0.0,,,,,,,False,False,True,0.0,0.0,5.0,477.0,False,False,False,3,1,5.0,0,False
4923,58,Single,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,5.3,229513.68,False,True,False,True,False,False,0.0,22820.69,0.0,71505.8,0.0,0.0,,,,,,,False,True,True,0.0,9.0,2.0,236.0,False,False,False,2,2,11.0,0,False
4924,35,Single,Diploma/Certificate,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,1.6,264831.21,True,True,True,False,False,False,3300.06,31318.67,31371.33,0.0,0.0,0.0,,,,,,,True,False,False,8.0,0.0,0.0,481.0,False,False,False,3,1,8.0,0,False
4925,23,Single,Less than matric,Unemployed,Mdantsane,East London,Eastern Cape,Township,1.4,30602.77,True,False,False,True,False,True,518.86,0.0,0.0,249714.47,0.0,521159.01,,,,,,,True,True,False,0.0,8.0,0.0,557.0,False,False,False,3,2,8.0,0,False
4926,40,Married,Matric,Unemployed,Centurion,Tshwane,Gauteng,Suburban,0.9,18837.8,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,450692.27,,,,,,,False,True,False,0.0,1.0,0.0,504.0,False,False,False,1,1,1.0,0,False
4927,54,Single,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,6.1,6137.12,True,True,False,True,False,False,77.1,612.09,0.0,103800.93,0.0,0.0,,,,,,,True,True,True,1.0,1.0,6.0,473.0,False,False,False,3,3,8.0,0,False
4928,26,Single,Matric,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,5.0,228884.9,True,True,False,False,False,False,4049.11,25615.02,0.0,0.0,0.0,0.0,,,,2024-10-09,,,True,True,False,4.0,8.0,0.0,419.0,False,False,False,2,2,12.0,1,False
4929,18,Single,Bachelor's,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,2.9,425269.41,True,True,True,False,True,False,7826.81,33434.71,71899.8,0.0,714243.19,0.0,,,,,,,True,True,False,4.0,8.0,0.0,853.0,False,False,False,4,2,12.0,0,False
4930,37,Married,Matric,Self-employed,Mamelodi,Tshwane,Gauteng,Township,1.3,29555.87,True,True,False,False,True,False,471.6,2549.75,0.0,0.0,822890.21,0.0,,,,2024-04-04,,,False,True,True,0.0,4.0,7.0,348.0,False,False,False,3,2,11.0,1,False
4931,47,Married,Matric,Unemployed,Unknown,Johannesburg,Gauteng,Township,4.7,6140.8,True,False,True,True,False,False,84.25,0.0,307.66,133874.77,0.0,781.86,,,,,,,False,False,True,0.0,0.0,2.0,405.0,True,False,False,3,1,2.0,0,False
4932,33,Single,Less than matric,Full-time employed,Botshabelo,Bloemfontein,Free State,Township,5.8,91690.56,True,False,True,True,False,False,1416.35,0.0,6785.04,68336.69,0.0,0.0,,2021-02-25,,,,,True,True,False,8.0,6.0,0.0,642.0,False,False,False,3,2,14.0,1,False
4933,29,Single,Matric,Unemployed,Tembisa,Ekurhuleni,Gauteng,Township,4.9,7064.86,True,False,False,True,False,False,103.93,0.0,0.0,58531.46,0.0,0.0,,,,,,,False,False,True,0.0,0.0,2.0,542.0,False,False,False,2,1,2.0,0,False
4934,26,Married,Diploma/Certificate,Part-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,4.5,149995.32,True,True,True,False,False,False,2305.37,17980.88,3525.5,0.0,0.0,0.0,,,,,,,True,True,False,2.0,1.0,0.0,567.0,False,False,False,3,2,3.0,0,False
4935,46,Single,Less than matric,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,2.6,349204.83,True,False,False,False,False,False,6447.37,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,1.0,725.0,False,False,False,1,1,1.0,0,False
4936,26,Single,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,4.3,156824.83,True,False,True,True,False,False,3186.03,0.0,42985.81,80973.53,0.0,0.0,,,,,,,True,True,True,1.0,3.0,3.0,799.0,False,False,False,3,3,7.0,0,False
4937,29,Single,Less than matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,0.6,254041.37,True,True,False,True,False,True,4438.06,28200.35,0.0,46108.15,0.0,339148.95,,,,,,,False,True,False,0.0,15.0,0.0,555.0,False,False,False,4,1,15.0,0,False
4938,52,Married,Matric,Part-time employed,Tembisa,Ekurhuleni,Gauteng,Township,5.4,46597.87,True,True,False,False,False,False,902.93,2991.64,0.0,0.0,0.0,100.08,,,,,,,False,True,True,0.0,3.0,4.0,312.0,True,False,False,2,2,7.0,0,False
4939,26,Single,Bachelor's,Informal trader,Fourways,Johannesburg,Gauteng,Suburban,0.6,121692.77,True,False,True,False,False,False,1744.02,0.0,11712.97,0.0,0.0,0.0,,,,2021-08-28,,,True,True,False,1.0,0.0,0.0,626.0,False,False,False,2,2,1.0,1,False
4940,46,Single,Less than matric,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,1.0,42796.37,False,False,False,True,True,False,0.0,0.0,0.0,210458.74,376358.13,0.0,,,,,,,False,True,False,0.0,2.0,0.0,194.0,False,False,False,2,1,2.0,0,False
4941,52,Single,Bachelor's,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,6.4,713507.59,True,True,False,False,False,False,14282.32,60376.27,0.0,0.0,0.0,0.0,,,,,,,True,True,True,3.0,6.0,2.0,745.0,False,False,False,2,3,11.0,0,False
4942,39,Single,Less than matric,Part-time employed,Mamelodi,Tshwane,Gauteng,Township,4.2,108039.91,True,False,False,False,False,False,2033.44,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,True,0.0,8.0,4.0,582.0,False,False,False,1,2,12.0,0,False
4943,49,Single,Less than matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,7.2,44343.19,False,True,False,False,False,False,0.0,2825.41,0.0,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,2.0,609.0,False,False,False,1,1,2.0,0,False
4944,39,Single,Bachelor's,Part-time employed,Alexandra,Johannesburg,Gauteng,Township,2.7,167599.87,False,False,True,True,False,True,0.0,0.0,10148.5,47022.97,0.0,248566.86,,,,,,,True,True,True,2.0,7.0,3.0,659.0,False,False,False,3,3,12.0,0,False
4945,37,Single,Matric,Retired,Khayelitsha,Cape Town,Western Cape,Township,2.0,132680.81,False,False,True,False,False,False,0.0,0.0,25734.4,0.0,0.0,0.0,,,,,,,True,True,False,0.0,1.0,0.0,618.0,False,False,False,1,2,1.0,0,False
4946,30,Single,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,0.5,76250.48,False,False,False,False,True,False,0.0,0.0,0.0,0.0,340884.05,0.0,,,,,,,True,True,False,1.0,7.0,0.0,646.0,False,False,False,1,2,8.0,0,False
4947,41,Married,Less than matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,2.9,32596.0,False,True,False,False,False,True,0.0,2819.36,0.0,0.0,0.0,356579.86,,,,,,,True,True,False,4.0,5.0,0.0,791.0,False,False,False,2,2,9.0,0,False
4948,41,Single,Matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,4.7,100291.66,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,False,True,2.0,0.0,2.0,,False,False,True,0,2,4.0,0,False
4949,59,Married,Matric,Informal trader,Khayelitsha,Cape Town,Western Cape,Township,11.5,30781.3,True,True,True,False,False,True,552.3,4240.86,3054.4,0.0,0.0,189106.1,,,,,,,True,True,False,3.0,2.0,0.0,733.0,False,False,False,4,2,5.0,0,False
4950,45,Single,Matric,Informal trader,Tembisa,Ekurhuleni,Gauteng,Township,2.4,34891.65,False,False,False,True,False,False,0.0,0.0,0.0,93252.32,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,553.0,False,False,False,1,1,4.0,0,False
4951,27,Single,Less than matric,Part-time employed,Seshego,Polokwane,Limpopo,Township,4.1,140448.05,False,True,True,False,False,False,0.0,10210.53,16065.48,0.0,0.0,0.0,,,,,,,True,True,False,0.0,9.0,0.0,515.0,False,False,False,2,2,9.0,0,False
4952,53,Married,Less than matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,11.5,492076.21,True,True,False,False,False,True,9618.2,57288.2,0.0,0.0,0.0,646863.39,,,,,,,True,False,True,8.0,0.0,1.0,513.0,False,False,False,3,2,9.0,0,False
4953,55,Married,Diploma/Certificate,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,3.6,388445.99,True,True,True,True,True,False,5331.66,20499.59,23364.93,71504.64,1254174.14,0.0,,,,,,,False,False,False,0.0,0.0,0.0,712.0,False,False,False,5,0,0.0,0,False
4954,43,Married,Diploma/Certificate,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,1.7,224364.81,True,True,True,False,False,False,4373.48,25453.86,32655.14,0.0,0.0,0.0,,,,,,,True,False,False,7.0,0.0,0.0,458.0,False,False,False,3,1,7.0,0,False
4955,52,Single,Diploma/Certificate,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,1.6,14726.28,True,False,True,True,False,False,278.08,0.0,1213.54,188038.76,0.0,0.0,,2024-02-08,,,,,False,False,False,0.0,0.0,0.0,687.0,False,False,False,3,0,0.0,1,False
4956,55,Married,Bachelor's,Unemployed,Mitchells Plain,Cape Town,Western Cape,Township,5.4,22826.67,True,True,False,False,False,False,445.85,1332.89,0.0,0.0,0.0,0.0,,,,,,,False,True,True,0.0,2.0,0.0,576.0,False,False,False,2,2,2.0,0,False
4957,53,Married,Bachelor's,Retired,Sandton,Johannesburg,Gauteng,Urban,10.9,430826.11,True,True,True,False,False,False,6353.78,51249.57,27749.62,0.0,142.73,0.0,,,,,,,True,True,False,3.0,8.0,0.0,682.0,True,False,False,3,2,11.0,0,False
4958,28,Single,Diploma/Certificate,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,3.4,208646.05,True,True,True,False,False,True,4067.57,25634.32,20012.53,0.0,0.0,371535.64,,,,,,,True,False,False,1.0,0.0,0.0,378.0,False,False,False,4,1,1.0,0,False
4959,38,Single,Matric,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,6.3,427051.56,False,True,True,False,False,False,0.0,30465.78,112881.52,0.0,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,460.0,False,False,False,2,1,4.0,0,False
4960,38,Single,Postgraduate,Informal trader,Tembisa,Ekurhuleni,Gauteng,Township,4.2,94136.91,True,True,True,False,False,False,1921.38,11839.63,13566.64,0.0,0.0,0.0,,,,,,,True,False,True,1.0,0.0,3.0,735.0,False,False,False,3,2,4.0,0,False
4961,49,Single,Diploma/Certificate,Informal trader,Tembisa,Ekurhuleni,Gauteng,Township,5.4,206614.64,True,True,False,True,False,False,3276.05,16582.89,0.0,17637.89,0.0,0.0,,,,,,,True,True,True,6.0,8.0,4.0,467.0,False,False,False,3,3,18.0,0,False
4962,37,Single,Matric,Self-employed,Alexandra,Johannesburg,Gauteng,Township,3.5,52149.43,True,False,True,True,False,False,795.65,0.0,2224.3,95491.36,0.0,0.0,,,,,,,False,True,True,0.0,3.0,6.0,460.0,False,False,False,3,2,9.0,0,False
4963,33,Single,Matric,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,2.6,117455.92,True,False,False,False,False,False,2075.48,0.0,0.0,0.0,0.0,0.0,,,,2024-03-02,,,True,True,False,3.0,10.0,0.0,485.0,False,False,False,1,2,13.0,1,False
4964,33,Married,Diploma/Certificate,Informal trader,Tlhabane,Rustenburg,North West,Township,3.0,112668.06,False,True,True,False,False,False,0.0,9047.14,17075.85,0.0,0.0,0.0,,,,,,,True,True,False,4.0,8.0,0.0,665.0,False,False,False,2,2,12.0,0,False
4965,27,Single,Matric,Self-employed,Umhlanga,Durban,KwaZulu-Natal,Urban,3.2,136508.49,True,True,True,False,False,False,2502.44,11174.13,11058.16,0.0,0.0,0.0,,,,,,,False,True,False,0.0,7.0,0.0,831.0,False,False,False,3,1,7.0,0,False
4966,42,Single,Diploma/Certificate,Self-employed,Mitchells Plain,Cape Town,Western Cape,Township,2.8,266929.56,False,True,False,False,True,False,0.0,25270.55,0.0,0.0,2800000.0,0.0,,,,,,,True,False,False,5.0,0.0,0.0,619.0,False,False,False,2,1,5.0,0,False
4967,38,Married,Bachelor's,Self-employed,Mahikeng CBD,Mahikeng,North West,Urban,3.3,373075.7,True,True,True,False,True,True,6723.57,27953.19,32068.16,0.0,1612302.33,850000.0,,,,,,,True,True,False,8.0,30.0,0.0,827.0,False,False,False,5,2,38.0,0,False
4968,45,Married,Bachelor's,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,5.5,365793.43,True,True,True,True,True,False,7126.86,24609.46,22404.93,72897.42,2800000.0,0.0,,,,,,,True,False,True,8.0,0.0,5.0,426.0,False,False,False,5,2,13.0,0,False
4969,30,Single,Matric,Unemployed,Rosebank,Johannesburg,Gauteng,Urban,2.0,60054.87,True,False,False,True,False,False,1116.49,0.0,0.0,103545.4,0.0,0.0,,,,,,,True,True,True,10.0,17.0,3.0,459.0,False,False,False,2,3,30.0,0,False
4970,30,Single,Matric,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,2.0,116947.17,True,False,False,False,True,False,1819.48,0.0,0.0,0.0,1606666.77,0.0,,,,,,,True,True,False,9.0,9.0,0.0,673.0,False,False,False,2,2,18.0,0,False
4971,29,Single,Diploma/Certificate,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,0.9,271143.55,True,True,True,False,True,False,5024.61,18331.75,27464.58,0.0,2165355.1,0.0,,,,,,,True,True,False,7.0,6.0,0.0,788.0,False,False,False,4,2,13.0,0,False
4972,56,Married,Less than matric,Self-employed,Centurion,Tshwane,Gauteng,Suburban,8.6,99447.76,True,True,False,True,False,True,1417.86,9403.24,0.0,23539.45,0.0,244532.63,,,,,,,True,False,False,7.0,0.0,0.0,587.0,False,False,False,4,1,7.0,0,False
4973,51,Married,Less than matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,4.6,7615.0,False,True,False,False,False,False,0.0,821.23,0.0,0.0,0.0,0.0,,,2021-06-13,,,,False,True,False,0.0,2.0,0.0,,False,False,False,1,1,2.0,1,False
4974,35,Single,Matric,Student,Sandton,Johannesburg,Gauteng,Urban,7.1,5483.73,True,True,False,False,False,False,110.58,728.92,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,2.0,0.0,,False,False,False,2,1,2.0,0,False
4975,28,Single,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,3.0,38429.94,False,False,False,False,True,True,0.0,0.0,0.0,0.0,1277009.5,198796.56,2022-07-29,,,,,,False,False,True,0.0,0.0,2.0,589.0,False,False,False,2,1,2.0,1,False
4976,22,Married,Matric,Self-employed,Nelspruit,Mbombela,Mpumalanga,Urban,1.8,103574.94,True,False,True,False,False,False,1387.85,0.0,3021.7,0.0,0.0,0.0,,,,,,,False,True,False,0.0,9.0,0.0,765.0,False,False,False,2,1,9.0,0,False
4977,34,Single,Diploma/Certificate,Full-time employed,Mahikeng CBD,Mahikeng,North West,Urban,3.3,365417.27,True,True,True,True,False,True,7797.73,27903.45,24591.25,103588.76,0.0,850000.0,,,,,,,True,False,False,0.0,0.0,0.0,274.0,False,False,False,5,1,0.0,0,True
4978,52,Married,Less than matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,3.8,215079.42,True,True,True,True,False,False,3614.97,11739.58,6826.03,108318.58,0.0,0.0,,,,,,,True,False,True,7.0,0.0,6.0,831.0,False,False,False,4,2,13.0,0,False
4979,56,Single,Postgraduate,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,5.8,193865.48,True,True,False,True,False,True,3528.04,13215.05,0.0,18686.95,0.0,403879.07,,,,,,,True,True,False,4.0,3.0,0.0,320.0,False,False,False,4,2,7.0,0,False
4980,26,Single,Matric,Unemployed,Rosebank,Johannesburg,Gauteng,Urban,0.6,26785.95,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,3.0,8.0,1.0,706.0,False,False,True,0,3,12.0,0,False
4981,66,Single,Diploma/Certificate,Retired,Khayelitsha,Cape Town,Western Cape,Township,6.4,333144.28,True,False,True,False,False,False,5874.59,0.0,53435.77,0.0,0.0,0.0,,,,,,,True,True,True,5.0,6.0,8.0,475.0,False,False,False,2,3,19.0,0,False
4982,47,Married,Less than matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,1.8,1062838.62,True,True,True,False,True,False,15193.79,96776.02,32116.76,0.0,2800000.0,0.0,,,,,,,True,True,True,37.0,18.0,2.0,971.0,False,False,False,4,3,57.0,0,False
4983,42,Single,Matric,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,3.9,514872.62,True,False,False,False,False,False,8581.2,0.0,0.0,0.0,0.0,0.0,,,,2021-03-14,,,True,True,False,0.0,4.0,0.0,556.0,False,False,False,1,2,4.0,1,False
4984,22,Single,Matric,Informal trader,Soweto,Johannesburg,Gauteng,Township,4.2,21609.7,True,False,False,True,False,False,,0.0,0.0,174182.73,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,538.0,True,False,False,2,0,0.0,0,False
4985,38,Single,Bachelor's,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,10.8,437903.16,True,True,True,False,True,False,8599.07,50357.63,109842.01,0.0,2800000.0,0.0,,,,,,,True,True,False,13.0,8.0,0.0,904.0,False,False,False,4,2,21.0,0,False
4986,48,Single,Bachelor's,Unemployed,Soweto,Johannesburg,Gauteng,Township,5.5,14151.67,False,False,True,True,False,False,0.0,0.0,2045.62,57861.57,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,371.0,False,False,False,2,1,3.0,0,False
4987,45,Single,Matric,Unemployed,Mahikeng CBD,Mahikeng,North West,Urban,2.5,15259.73,False,False,True,False,False,True,0.0,0.0,217.8,0.0,0.0,148097.69,,,,,,,False,True,False,0.0,4.0,0.0,727.0,False,False,False,2,1,4.0,0,False
