CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score
5536,29,Single,Less than matric,Informal trader,Khayelitsha,Cape Town,Western Cape,Township,0.8,156931.34,True,False,False,False,False,False,2067.47,,,,,,,,,,,,False,False,False,,,,396.0
5537,25,Single,Diploma/Certificate,Informal trader,Mahikeng CBD,Mahikeng,,Urban,3.0,277255.7,False,False,True,False,True,False,,,22077.32,,610292.09,,,,,,,,False,False,False,,,,311.0
5538,38,Single,Matric,Retired,Khayelitsha,Cape Town,Western Cape,Township,4.6,275949.5,True,True,False,True,False,False,3619.77,24083.51,,43128.43,,,,,2024-08-02,,,,True,False,False,3.0,,,486.0
5539,18,Single,Diploma/Certificate,,Alexandra,Johannesburg,Gauteng,Township,0.6,92983.81,False,False,True,True,False,False,,,6639.58,53562.5,,,,,,,,,False,False,True,,,5.0,413.0
5540,48,Married,Diploma/Certificate,Retired,Umlazi,Durban,KwaZulu-Natal,Township,2.6,178705.58,False,False,True,True,True,False,,,47852.93,41807.43,2221910.52,,,,,,,,False,False,True,,,2.0,732.0
5541,40,Single,Matric,,Alexandra,Johannesburg,Gauteng,Township,3.7,68557.27,True,True,False,False,False,False,1283.75,6362.63,,559.34,,,,,,,,,False,False,False,,,2.0,471.0
5542,21,Single,Matric,Student,Rosebank,Johannesburg,Gauteng,Urban,1.3,29247.24,True,False,False,False,True,False,384.33,,,,728407.77,,,,,,,,True,True,False,1.0,8.0,,934.0
5543,37,Single,Matric,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,5.6,,True,True,True,False,False,False,4679.21,17124.26,2738.35,,,,,,,,,,False,True,True,,5.0,2.0,759.0
5544,50,Married,Postgraduate,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,7.3,113552.77,False,True,False,False,False,False,,14057.66,,,,,,,,,,,False,False,False,,,,
5545,47,Single,Matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,5.4,327435.73,True,True,True,False,True,False,5744.84,19043.28,21925.17,,690504.79,,,,,,,,True,True,True,2.0,21.0,13.0,548.0
5546,23,Single,Bachelor's,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,5.4,178986.97,True,False,False,False,False,False,2277.51,,,,,,,,,,,,True,True,False,0.0,2.0,,481.0
5547,26,Single,Matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,4.8,14743.56,True,True,False,True,False,False,221.09,973.56,,145574.07,,,,,,,,,True,False,True,0.0,,4.0,262.0
5548,35,Single,Bachelor's,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,0.4,84460.69,True,True,True,False,True,False,1353.38,7779.23,5509.57,,838467.49,,,,,,,,True,True,False,1.0,2.0,,422.0
5549,44,Single,Diploma/Certificate,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,3.2,221571.66,True,True,False,False,False,True,4122.6,25394.42,,,,812990.62,,,,,,,False,True,True,,11.0,4.0,801.0
5550,46,Married,Matric,Unemployed,Fourways,,Gauteng,Suburban,10.2,21208.74,False,True,False,False,False,False,,2797.04,,,,,,,,,,,False,True,False,,5.0,,
5551,28,Single,Matric,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,4.1,181616.05,True,False,True,False,False,True,3000.15,,8601.82,,,351294.7,,,,,,,False,True,False,,4.0,,635.0
5552,60,Divorced,Less than matric,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,2.6,18859.76,False,False,False,False,False,False,,,,,1051.77,,,,,,,,True,False,False,3.0,,,
5553,24,Married,Less than matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,3.8,229005.92,False,True,False,False,False,False,,21932.39,,,,,,,,,,,False,False,False,,,,
5554,28,Single,Matric,Self-employed,Mdantsane,East London,Eastern Cape,Township,4.6,138781.4,True,False,True,False,False,True,2396.18,,22920.75,,,186569.83,,2023-12-07,,,,,True,True,False,3.0,6.0,,657.0
5555,42,Married,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,9.4,23678.99,False,False,False,False,False,False,,,,,,,,,,,,,False,False,True,,,5.0,540.0
5557,37,Single,Diploma/Certificate,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,4.4,129013.86,True,True,True,False,False,False,2438.17,11747.95,4871.69,,,,,,,,,,True,True,True,0.0,8.0,3.0,741.0
5558,27,Married,Diploma/Certificate,Unemployed,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.2,8873.47,True,True,True,False,False,False,115.2,1042.7,726.88,,,,,,,,,,True,True,False,2.0,3.0,,783.0
5559,59,Married,Matric,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,12.7,172312.07,True,False,False,True,False,False,3574.74,,,160870.5,,,,,,,,,False,False,False,,,,401.0
5560,42,Single,Matric,Unemployed,Waterfront,Cape Town,Western Cape,Urban,10.4,2766.78,True,False,True,False,False,False,64.21,,57.27,,,,,,,,,,True,True,False,3.0,2.0,,576.0
5561,53,Married,Diploma/Certificate,Retired,Green Point,Cape Town,Western Cape,Urban,1.4,113976.31,False,True,True,False,False,False,,15391.92,3744.76,,,,,,,,,,False,True,False,,9.0,,833.0
5562,42,Married,Bachelor's,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,4.7,90437.27,True,False,True,False,False,True,1359.96,,11475.8,,,340276.91,,,,,,,False,True,False,,0.0,,636.0
5563,50,Single,Matric,Informal trader,Soweto,Johannesburg,Gauteng,Township,7.5,239504.55,False,True,False,False,False,False,,12937.28,,,,,,,,,,,True,True,False,6.0,2.0,,467.0
5564,35,Married,Matric,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,3.3,305807.55,True,True,True,False,True,False,4263.36,36872.57,8445.19,,2800000.0,,,,,,,,False,True,True,,11.0,7.0,522.0
5565,55,Married,Matric,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,5.4,158045.86,True,True,True,True,False,False,2754.03,16114.86,16563.02,23627.85,,,,,,,,,True,True,False,2.0,1.0,,908.0
5566,29,Single,Less than matric,Unemployed,Mitchells Plain,Cape Town,Western Cape,Township,2.3,7755.84,False,False,True,True,False,False,,,854.08,82773.26,,,,,,,,,False,False,False,,,,487.0
5567,49,Single,Less than matric,Unemployed,Seshego,Polokwane,Limpopo,Township,1.6,103471.62,True,False,False,False,False,False,1577.71,,,,,,,,,,,,True,False,False,4.0,,,629.0
5568,34,Single,Matric,Informal trader,Waterfront,Cape Town,Western Cape,Urban,2.3,50739.99,False,True,False,True,True,False,,3135.2,,62991.83,1512811.82,,,,,,,,True,True,True,8.0,13.0,3.0,706.0
5569,57,Married,Diploma/Certificate,Part-time employed,Newlands,Cape Town,Western Cape,Suburban,9.8,76711.15,True,True,True,True,False,False,1375.96,11351.22,3436.72,79656.4,,,,,,,,,True,True,True,5.0,0.0,4.0,573.0
5570,18,Single,Diploma/Certificate,Unemployed,Botshabelo,Bloemfontein,Free State,Township,4.0,13877.98,True,True,False,True,False,False,201.44,1233.69,,120246.19,,,,,,,,2024-05-08,True,True,True,2.0,6.0,7.0,394.0
5571,47,Single,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,5.0,,False,False,True,False,False,False,,,4770.41,,,,,,,,,,False,True,True,,0.0,5.0,912.0
5572,18,Single,Matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,1.7,374701.38,True,True,True,False,True,False,6816.95,28484.54,30214.33,,2185181.11,,,,,,,,True,True,False,6.0,17.0,,728.0
5573,53,Married,Diploma/Certificate,Retired,Centurion,Tshwane,Gauteng,Suburban,2.8,50516.34,False,True,False,False,False,True,,2697.57,,,,618654.22,,,,,,,False,True,False,,0.0,,275.0
5574,35,Married,Matric,,Umlazi,Durban,KwaZulu-Natal,Township,2.8,74747.09,True,True,False,False,False,True,1274.23,8039.78,,,,156106.7,,,,,,,False,False,True,,,3.0,433.0
5575,31,Married,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,7.7,18875.0,True,True,False,False,True,False,402.42,1629.95,,,1362318.35,,,,,,,,True,False,True,2.0,,3.0,697.0
5576,40,Married,Diploma/Certificate,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,6.1,395600.03,True,True,False,True,True,False,6453.24,36706.85,,113202.97,1799236.79,,,,,,,,False,True,False,,4.0,,195.0
5577,18,Single,Less than matric,Informal trader,Sandton,Johannesburg,Gauteng,Urban,2.0,130871.82,True,False,False,False,False,True,2390.97,,,,,488056.81,,,,,,,True,False,False,2.0,,,194.0
5578,42,Single,Matric,Part-time employed,Soweto,Johannesburg,Gauteng,Township,1.0,21767.19,True,True,False,False,False,False,326.16,2009.76,,,,,,,,,,,True,True,False,1.0,2.0,,653.0
5579,43,Single,Bachelor's,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,5.3,386314.91,True,True,True,False,False,False,5749.3,45990.68,12173.5,,,,,,,,,,True,True,False,0.0,4.0,,962.0
5580,41,Married,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,7.3,171047.02,True,False,False,False,True,False,3484.04,,,,2564655.05,,,,,,,,False,False,False,,,,400.0
5581,40,Married,Bachelor's,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,4.6,626692.22,True,True,False,False,False,False,11555.56,72169.95,,,,,,,,,,,True,False,True,2.0,,2.0,
5582,36,Married,Matric,Unemployed,Mahikeng CBD,Mahikeng,North West,Urban,4.7,37258.99,False,True,False,False,False,False,,4361.02,,,,,,,,,,,False,False,True,,,2.0,667.0
5583,51,Divorced,Bachelor's,Part-time employed,Fourways,Johannesburg,Gauteng,Suburban,2.4,66894.78,True,True,False,False,False,False,1147.77,4038.12,,,,,,,,,,,True,True,False,0.0,4.0,,742.0
5584,42,Single,,Part-time employed,Green Point,Cape Town,Western Cape,Urban,4.6,48192.23,True,False,False,False,False,False,693.37,,,,,,,,,,,2022-08-12,False,False,False,,,,
5585,32,Single,Diploma/Certificate,Informal trader,Fourways,Johannesburg,Gauteng,Suburban,1.7,38502.79,False,True,False,False,False,True,,2637.88,,,,172866.7,,,,,,,True,True,True,1.0,5.0,0.0,769.0
5586,37,Divorced,Bachelor's,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,1.1,298904.1,True,True,True,False,False,False,5981.81,37276.48,50445.63,,,,,,,,,,True,True,False,0.0,23.0,,590.0
5587,42,Single,Diploma/Certificate,Part-time employed,Seshego,Polokwane,Limpopo,Township,4.3,104571.08,True,True,False,False,False,False,1503.75,9150.04,,,,,,,,,,,True,False,True,3.0,,4.0,819.0
5588,75,Single,Matric,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,6.7,291211.58,False,False,False,False,False,True,,,,,,495985.24,,,,,,,True,True,False,3.0,3.0,,357.0
5589,41,Married,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,0.2,49199.37,True,True,False,True,False,True,594.58,3552.13,,203584.11,,74153.87,,,2023-04-03,,,,True,True,False,1.0,3.0,,344.0
5590,23,Single,Bachelor's,Unemployed,Walmer,Gqeberha,Eastern Cape,Suburban,1.9,11936.16,False,True,False,True,False,False,,1394.74,,135889.09,,,,,,,,,False,False,False,,,,101.0
5591,37,Married,Matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,1.9,109700.87,False,True,True,False,False,True,,14710.88,1461.85,,,301655.84,,,,,,,True,True,False,5.0,7.0,,545.0
5592,36,Single,Matric,Informal trader,Tembisa,Ekurhuleni,Gauteng,Township,3.0,50008.84,False,False,False,False,False,False,,,,,,,,,,,,,False,True,True,,1.0,4.0,488.0
5593,34,Single,Diploma/Certificate,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,1.5,18902.05,False,True,False,True,False,False,,1038.48,,126593.88,,,,,,,,,False,True,False,,0.0,,518.0
5594,46,Single,Less than matric,Unemployed,Mdantsane,,Eastern Cape,Township,5.6,4643.14,False,False,False,True,False,False,,,,14770.26,,,,,,,,,False,True,False,,1.0,,525.0
5595,34,Single,Diploma/Certificate,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,3.8,331346.52,True,True,True,False,False,True,5402.69,27129.18,52506.87,,,850000.0,,,,,,,True,True,False,8.0,5.0,,964.0
5596,33,Married,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,9.0,372714.51,True,True,True,False,True,True,5479.15,31755.4,14404.6,,2546367.78,292517.06,,,,,,,True,True,True,0.0,1.0,7.0,571.0
5597,36,Single,Less than matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,4.4,309430.97,True,True,False,False,False,True,5978.98,36582.59,,,,561563.75,,,,,,,True,True,False,1.0,0.0,,610.0
5598,32,Single,Diploma/Certificate,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,3.0,185026.78,True,True,True,False,False,True,2299.51,15771.48,9511.87,,,850000.0,,,,,,,True,True,False,11.0,11.0,,952.0
5599,27,Single,Matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,2.7,19105.04,False,False,False,True,True,False,,,,167688.43,350984.9,,,,,,,,False,True,False,,7.0,,706.0
5600,38,Married,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,4.6,231983.05,False,True,False,False,False,True,,22450.03,,,,337259.81,,,,,,,True,False,False,4.0,,,251.0
5601,57,Single,Bachelor's,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,10.4,114534.2,True,True,False,True,False,False,2491.75,8432.99,,38917.01,,,,,,,,,True,True,True,14.0,19.0,3.0,299.0
5602,20,Single,Less than matric,Student,Khayelitsha,Cape Town,Western Cape,Township,2.6,12633.11,True,False,True,True,True,False,242.96,,1826.76,63905.73,665134.93,,,,,,,,True,True,False,0.0,1.0,,619.0
5603,52,Married,Diploma/Certificate,Retired,Fourways,Johannesburg,Gauteng,Suburban,3.3,260605.75,True,True,False,True,True,True,4060.58,15615.32,,57536.72,488174.85,850000.0,,,,,,,True,True,False,5.0,0.0,,364.0
5604,26,Single,Bachelor's,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,4.6,188953.88,True,False,True,False,True,True,2645.16,,35459.78,,2800000.0,97089.57,,,,,,,False,True,False,,14.0,,647.0
5605,40,Single,Matric,Part-time employed,Umlazi,Durban,KwaZulu-Natal,Township,4.3,57485.53,False,False,False,False,True,False,,,,,1222660.64,,,,,,,,True,True,True,8.0,0.0,4.0,689.0
5606,54,Married,Diploma/Certificate,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,9.5,43555.92,True,False,False,True,False,False,566.41,,,47763.25,,,,,,,,,True,True,True,4.0,4.0,3.0,451.0
5607,55,Single,Matric,Self-employed,Tembisa,Ekurhuleni,Gauteng,Township,8.0,169854.86,False,True,True,False,True,False,,19688.35,7376.6,,351234.67,,,,,,,,True,True,True,0.0,4.0,14.0,731.0
5608,18,Single,Matric,Unemployed,Mitchells Plain,Cape Town,Western Cape,Township,0.2,36365.02,False,True,False,False,False,False,,2458.76,,,,,,,,,,,True,True,True,0.0,0.0,5.0,594.0
5609,48,,Diploma/Certificate,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,8.0,355097.99,True,True,False,True,True,False,4972.5,47290.23,,175649.68,2800000.0,,,,,,,,False,True,True,,4.0,2.0,422.0
5610,36,,Matric,Self-employed,Waterfront,Cape Town,Western Cape,Urban,3.7,200158.77,True,True,True,False,True,False,3335.27,25272.57,5252.3,,,,,,,,,,True,True,False,8.0,0.0,,550.0
5611,51,Single,,Part-time employed,Fourways,Johannesburg,Gauteng,Suburban,9.7,36171.03,False,False,False,False,False,False,,,,,,,,,,,,,False,True,False,,3.0,,575.0
5612,32,Single,Diploma/Certificate,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,2.6,146973.19,True,False,True,True,False,False,2851.81,,24569.5,,,,,,,,2023-01-10,,True,True,False,0.0,8.0,,747.0
5613,31,Single,Diploma/Certificate,Part-time employed,Seshego,Polokwane,Limpopo,Township,4.1,141614.32,False,True,False,False,False,True,,13003.7,,,,133230.6,,,,,,,True,True,True,4.0,12.0,5.0,741.0
5615,46,Married,Bachelor's,Retired,Walmer,Gqeberha,Eastern Cape,Suburban,0.7,208200.68,True,True,True,False,False,True,3788.76,19028.84,8646.17,,,261956.18,,,,,,,True,True,False,0.0,4.0,,637.0
5616,42,Married,Bachelor's,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,6.0,41430.2,True,True,True,True,False,False,838.13,5409.91,2606.76,209539.69,,,,,,,,,False,True,False,,10.0,,351.0
5617,42,Single,Diploma/Certificate,Full-time employed,Seshego,Polokwane,Limpopo,Township,5.2,293536.01,True,True,True,False,False,False,5559.19,26311.84,15230.86,,,,,,,,,,True,True,False,0.0,0.0,,824.0
5618,44,,Diploma/Certificate,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,4.9,243294.24,True,True,True,False,True,False,4583.29,18138.93,10371.07,,2262857.44,,,,,,,,False,False,False,,,,727.0
5619,40,Single,Matric,Part-time employed,Mdantsane,East London,Eastern Cape,Township,4.4,40471.57,True,False,True,True,True,False,769.72,,6697.89,160596.92,324539.61,,,,,,,,False,True,True,3.0,2.0,2.0,820.0
5620,45,Single,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,4.3,291392.72,True,False,False,True,False,False,4340.56,,,94309.53,,,,,,,,,True,False,True,7.0,,3.0,511.0
5621,28,Single,Matric,,Mitchells Plain,,Western Cape,Township,4.1,506462.8,True,False,False,False,False,False,7537.83,,,,,,,,,,,,True,True,True,6.0,21.0,6.0,790.0
5622,41,Single,Diploma/Certificate,Unemployed,Seshego,Polokwane,Limpopo,Township,6.3,11225.79,False,False,False,False,False,True,,,,,,467673.83,2023-12-19,,,,,,True,False,False,3.0,,,432.0
5623,41,Married,Less than matric,Self-employed,Botshabelo,Bloemfontein,Free State,Township,5.9,231604.64,True,False,True,False,False,False,3078.01,,23359.02,,,,,,,,,,True,True,True,4.0,2.0,9.0,692.0
5624,26,Single,Matric,Self-employed,Mamelodi,Tshwane,Gauteng,Township,1.8,295091.41,False,True,False,False,False,False,,30678.34,,,,,,,,,,,False,True,False,,12.0,,468.0
5625,59,Married,Bachelor's,Full-time employed,,,,,7.0,422837.6,True,True,True,False,False,False,9350.05,35979.79,5839.4,,,,,,,,,,True,True,False,7.0,12.0,,453.0
5626,64,Single,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,4.5,7696.57,False,False,False,True,False,False,,,,112813.3,,,,,,,,,False,True,True,,1.0,5.0,577.0
5627,32,Single,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,2.7,166981.75,True,True,True,False,False,False,2116.92,15115.95,19158.47,,,,,,,,,,True,True,False,8.0,4.0,,437.0
5628,40,Single,Diploma/Certificate,Informal trader,Fourways,Johannesburg,Gauteng,Suburban,2.8,66034.55,False,True,True,True,True,False,,7227.06,8105.08,160996.13,943215.55,,,,,,,,True,True,False,3.0,1.0,,770.0
5629,27,,Bachelor's,Informal trader,Mdantsane,East London,Eastern Cape,Township,2.9,330221.47,False,False,True,True,True,True,,,32896.15,48753.63,469716.64,850000.0,,,,,,,False,True,True,,0.0,5.0,567.0
5630,41,Single,Diploma/Certificate,Part-time employed,Umlazi,Durban,KwaZulu-Natal,Township,4.9,136491.59,True,False,True,True,True,True,1639.9,,17064.14,59000.34,814302.87,462811.74,,2024-10-19,,,,,True,True,True,0.0,3.0,6.0,874.0
5631,20,Single,Matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,2.1,356853.57,True,True,True,False,False,False,4900.26,30385.55,49190.71,,,,,,,2023-12-18,,,True,False,False,7.0,,,624.0
5632,46,Married,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,4.3,57481.64,False,False,False,True,False,False,,,,101923.48,,,,,,,,,False,False,True,,,1.0,380.0
5633,57,Single,Matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,7.7,136671.54,True,False,True,False,False,False,1793.92,,3456.42,,,,,,,,,,True,True,True,3.0,0.0,4.0,592.0
5634,52,Married,Matric,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,5.5,313150.25,True,True,False,False,False,False,4439.07,26128.52,,585.26,,,,,2023-07-11,,,,False,False,True,,,2.0,294.0
5635,35,Single,Matric,Unemployed,Sandton,,Gauteng,Urban,3.9,58001.5,True,True,False,True,False,True,1092.93,8123.64,,74557.67,,243372.95,,,,,,,True,False,False,4.0,,,642.0
5636,37,Single,Less than matric,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,3.0,17999.41,False,False,False,False,True,False,,,,,1557633.72,,,,,,,,True,False,False,8.0,,,492.0
5637,44,Married,Matric,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,2.3,153863.97,True,True,True,False,False,False,2894.56,19316.33,9086.5,,,,,,,,,,True,True,True,4.0,8.0,1.0,728.0
5638,41,Single,Less than matric,Retired,,,,,5.8,38391.26,True,True,False,True,True,False,733.66,2182.87,,123313.75,1223620.08,,,,,,,,False,True,False,,2.0,,365.0
5639,51,Single,Diploma/Certificate,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,1.8,289416.51,True,True,True,True,False,False,4480.17,21199.43,31240.98,39381.24,,,,,,,,,True,False,False,9.0,,,542.0
5640,30,Single,Less than matric,Self-employed,Sandton,Johannesburg,Gauteng,Urban,2.0,234595.83,True,True,False,False,False,True,4148.79,23144.79,,,,524235.88,,,,,,,True,True,False,9.0,9.0,,503.0
5641,32,Single,Diploma/Certificate,Self-employed,Khayelitsha,Cape Town,Western Cape,Township,1.2,107229.64,True,True,False,True,False,False,1894.76,10684.5,509.64,101460.47,,,,,,,,,True,True,True,4.0,10.0,6.0,709.0
5642,42,Single,Matric,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,7.3,412033.07,True,True,True,False,False,True,5757.0,28215.37,93292.16,,,136087.88,,,,,,,True,True,False,11.0,18.0,,472.0
5643,26,Single,Matric,Unemployed,Langenhoven Park,Bloemfontein,Free State,Suburban,1.1,7368.85,False,False,True,False,True,False,,,331.49,,1193258.39,,,,,,,,False,False,False,,,,727.0
5644,44,Married,Less than matric,Informal trader,Seshego,Polokwane,Limpopo,Township,6.5,97457.02,False,False,False,False,False,False,,,,,,,,,,,,,False,False,False,,,,394.0
5645,52,Married,Diploma/Certificate,Full-time employed,Green Point,Cape Town,Western Cape,Urban,11.4,169182.18,True,True,False,True,True,False,3354.2,17619.75,,141924.22,1425048.6,,,,,,,,False,False,False,,,,610.0
5646,47,Married,Bachelor's,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,0.4,205673.63,True,True,True,True,False,True,2367.77,9955.25,6036.82,168599.61,,151227.29,,,,,,,True,True,True,2.0,4.0,4.0,779.0
5647,42,Single,Less than matric,Part-time employed,Rosebank,Johannesburg,Gauteng,Urban,7.1,80427.83,True,False,False,True,False,False,1128.25,,,28985.35,,,,,,,,,False,False,True,,,0.0,444.0
5648,48,Married,Diploma/Certificate,Self-employed,Centurion,Tshwane,Gauteng,Suburban,2.7,1619851.02,False,True,True,False,True,False,,120122.32,217380.48,,437742.01,,,,,,,,True,True,False,4.0,6.0,,656.0
5649,46,Single,Less than matric,Informal trader,Umlazi,Durban,KwaZulu-Natal,Township,0.1,284958.59,True,True,True,False,False,False,3801.72,29006.0,30284.51,,,,,,,,,,True,False,True,4.0,,5.0,472.0
5650,33,Single,Less than matric,Retired,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.2,110423.73,False,False,False,False,False,False,,,,,,,,,,,,,False,True,False,,4.0,,682.0
5651,34,Single,Less than matric,Retired,Motherwell,Gqeberha,Eastern Cape,Township,4.4,197986.01,True,True,True,False,False,True,2489.31,12543.15,25185.65,,,526279.88,,,,,,,True,True,True,7.0,4.0,5.0,789.0
5652,55,Married,Matric,Retired,Nelspruit,Mbombela,Mpumalanga,Urban,8.1,156387.6,False,False,True,False,False,False,,,,,,,,,,,,,True,True,False,6.0,12.0,,485.0
5653,48,Married,Bachelor's,Part-time employed,Mitchells Plain,Cape Town,Western Cape,Township,3.4,37568.42,False,True,False,True,True,False,,2830.38,,98205.02,1357695.49,,,,,,,,True,False,True,3.0,,0.0,221.0
5654,45,Married,Diploma/Certificate,Full-time employed,Green Point,Cape Town,Western Cape,Urban,8.1,833698.19,True,True,False,False,True,True,15721.19,102848.61,,,2243570.33,433826.19,,,,,,,False,False,False,,,,338.0
5655,25,Single,Matric,Informal trader,Hillcrest,Durban,KwaZulu-Natal,Suburban,6.3,81977.43,False,True,False,True,False,False,,5442.12,,144388.88,,137.83,,,,,,,True,True,True,2.0,11.0,3.0,500.0
5656,30,Single,Less than matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,5.3,61932.35,False,True,False,False,False,True,,3571.72,,,,169959.82,,,,,,,True,True,True,1.0,6.0,4.0,431.0
5657,18,Single,Diploma/Certificate,Student,Nelspruit,Mbombela,Mpumalanga,Urban,2.7,25002.17,True,True,True,False,False,False,472.3,2804.52,2667.46,,,,,,,,,,True,True,False,1.0,7.0,,680.0
5658,48,Married,Matric,Unemployed,Mamelodi,Tshwane,Gauteng,Township,8.9,97108.91,False,True,False,True,True,False,,6130.28,,63683.86,1955090.25,,,,,,,,True,True,True,2.0,3.0,2.0,708.0
5659,35,Single,Matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,4.0,381089.45,True,True,True,False,True,True,7707.4,32976.38,63800.17,,2138314.95,252733.73,,,,,,,True,True,False,11.0,22.0,,745.0
5660,39,Single,Less than matric,Informal trader,Umhlanga,Durban,KwaZulu-Natal,Urban,5.1,203258.94,True,True,False,False,False,False,3944.11,14237.61,,,,,,,,,,,True,True,True,6.0,8.0,3.0,
5661,47,Single,Matric,Retired,Umlazi,Durban,KwaZulu-Natal,Township,5.0,103976.03,False,True,False,False,False,False,,6061.64,,,,,,,,,,,True,True,True,0.0,2.0,4.0,371.0
5662,44,Married,Bachelor's,Full-time employed,,,,,5.1,237175.33,True,True,True,False,False,True,4339.93,32077.46,11990.74,,,248832.94,,,,,,,True,False,False,3.0,,,553.0
5663,18,Single,Matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,2.3,180278.59,True,False,True,True,False,True,3623.85,,17927.59,123886.78,,398958.65,,,,,,,True,False,False,8.0,,,800.0
5664,52,Married,Matric,Unemployed,Mdantsane,East London,Eastern Cape,Township,5.4,4364.22,False,False,False,True,False,False,,,,20397.29,,,,,,,,,True,False,True,0.0,,5.0,396.0
5665,36,,Bachelor's,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,4.2,449866.2,True,True,False,False,False,False,7880.99,28577.29,,,,,,,,,,,False,True,False,,10.0,,564.0
5666,55,Single,Diploma/Certificate,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,2.5,74499.45,False,False,False,True,False,False,,,,104608.1,,,,,,,,,True,True,False,4.0,3.0,,536.0
5667,18,Single,Matric,Retired,Rosebank,Johannesburg,Gauteng,Urban,3.3,30722.96,True,False,False,True,False,True,669.49,,,13384.98,,464397.09,,,,,,,False,True,False,,4.0,,439.0
5668,35,Single,Diploma/Certificate,Retired,Alexandra,Johannesburg,Gauteng,Township,0.6,65653.73,False,True,False,True,False,True,,7210.59,,27118.86,,98091.6,,,,,,,True,False,False,2.0,,,394.0
